%\*l[nm]	Flux relative to continuum flux
648.25159   1.02845080
648.27600   1.03359450
648.30029   1.00869470
648.32458   1.00434210
648.34900   1.00391410
648.37329   0.99304142
648.39758   0.99847947
648.42194   1.00796940
648.44617   1.02658470
648.47052   1.01870100
648.49475   1.03154130
648.51910   1.02521290
648.54333   1.01422250
648.56763   1.02382790
648.59192   1.01442840
648.61615   1.02284350
648.64038   1.01304830
648.66467   1.00292720
648.68884   0.99726416
648.71313   1.01080650
648.73737   1.02430780
648.76160   1.02271920
648.78577   1.01645880
648.81000   1.01258520
648.83417   1.02015620
648.85840   1.02535860
648.88257   1.02398560
648.90680   1.02611250
648.93097   1.02422680
648.95514   1.02337550
648.97931   1.03242240
649.00342   1.03245520
649.02759   1.02067080
649.05176   1.00663450
649.07587   0.99087160
649.09998   0.99513243
649.12415   1.00599670
649.14825   1.01529750
649.17236   1.01977640
649.19647   1.02275500
649.22058   1.01897980
649.24469   1.01105170
649.26880   0.99500066
649.29285   0.98457745
649.31696   0.99448124
649.34100   1.01085380
649.36511   1.01431930
649.38916   1.02343360
649.41321   1.01435740
649.43726   1.01011290
649.46130   1.01562990
649.48529   1.01670540
649.50934   1.01302950
649.53333   1.01796110
649.55737   0.99350705
649.58142   0.97697909
649.60541   0.98124259
649.62939   1.00008440
649.65344   1.01302600
649.67737   1.00977280
649.70135   1.01113840
649.72534   1.00848490
649.74933   1.00029710
649.77325   1.00125270
649.79724   1.00384010
649.82117   0.99505985
649.84509   1.00559610
649.86902   1.00048990
649.89294   1.00235340
649.91687   0.99926190
649.94080   1.00346180
649.96472   1.00165700
649.98865   0.98999817
650.01257   0.99555091
650.03644   0.99618541
650.06030   1.00293580
650.08417   1.00521240
650.10803   0.98675896
650.13196   0.99978889
650.15582   0.98440935
650.17963   0.98790097
650.20349   0.98716161
650.22736   0.98897023
650.25116   0.99453392
650.27502   1.00058570
650.29883   0.99627460
650.32263   0.99305963
650.34644   0.99087099
650.37024   0.99272622
650.39404   0.98378071
650.41785   0.99300305
650.44165   0.99521200
650.46545   0.98723701
650.48920   1.00070130
650.51294   1.00518850
650.53674   1.00093870
650.56049   1.00913340
650.58423   0.99642809
650.60797   0.98352142
650.63171   0.99636780
650.65540   1.00081140
