%\*l[nm]	Flux relative to continuum flux
648.25159   0.97249062
648.27600   0.92158308
648.30029   0.85438356
648.32458   0.84452555
648.34900   0.82422939
648.37329   0.81978136
648.39758   0.87706345
648.42194   0.92626963
648.44617   0.93877728
648.47052   0.95402773
648.49475   0.96937048
648.51910   0.95584844
648.54333   0.93970982
648.56763   0.95357552
648.59192   0.97523352
648.61615   0.97348709
648.64038   0.92944731
648.66467   0.90894016
648.68884   0.93008257
648.71313   0.95490483
648.73737   0.96510684
648.76160   0.95627839
648.78577   0.95397280
648.81000   0.96554055
648.83417   0.98523052
648.85840   0.98339578
648.88257   0.95498525
648.90680   0.94392793
648.93097   0.96553917
648.95514   0.99200353
648.97931   0.99594907
649.00342   0.99168498
649.02759   0.95388590
649.05176   0.86742883
649.07587   0.84767708
649.09998   0.91995551
649.12415   0.97836522
649.14825   0.99622605
649.17236   1.00595930
649.19647   0.99746671
649.22058   0.99095518
649.24469   0.94624397
649.26880   0.87500644
649.29285   0.85702591
649.31696   0.90772219
649.34100   0.96740500
649.36511   0.99566133
649.38916   0.99545073
649.41321   0.98349818
649.43726   0.97716017
649.46130   0.98682724
649.48529   0.99781463
649.50934   1.00295470
649.53333   0.95953140
649.55737   0.87705371
649.58142   0.84943092
649.60541   0.91385029
649.62939   0.97987834
649.65344   1.00042900
649.67737   0.99752435
649.70135   0.98459284
649.72534   0.94934748
649.74933   0.93237053
649.77325   0.95541685
649.79724   0.98996490
649.82117   1.00008200
649.84509   1.00422570
649.86902   1.00088970
649.89294   0.99985973
649.91687   0.99849327
649.94080   1.00539900
649.96472   0.99807860
649.98865   1.00085960
650.01257   1.00250290
650.03644   0.99845713
650.06030   1.00397770
650.08417   1.00360790
650.10803   0.99691490
650.13196   0.98997465
650.15582   0.98587031
650.17963   0.98724657
650.20349   0.98980051
650.22736   0.98824125
650.25116   0.98465922
650.27502   0.98067632
650.29883   0.99188077
650.32263   0.98196928
650.34644   0.97294368
650.37024   0.96815833
650.39404   0.95477092
650.41785   0.95369926
650.44165   0.97390986
650.46545   0.99074236
650.48920   0.99734334
650.51294   0.99789453
650.53674   0.99757948
650.56049   0.99796505
650.58423   0.99361667
650.60797   0.99423739
650.63171   0.99581066
650.65540   0.99287746
650.67914   1.00033810
650.70288   0.99869511
650.72662   0.99299647
650.75031   0.97991174
650.77405   0.98260983
650.79773   0.98187743
650.82141   0.95433666
650.84509   0.92659383
650.86877   0.93841957
650.89246   0.97199469
650.91608   0.99283918
650.93976   1.00148280
650.96338   1.00074630
650.98700   1.00086690
651.01062   0.99825734
651.03430   1.00022600
651.05792   1.00009820
651.08154   1.00295720
651.10516   1.01870020
651.12878   1.00338350
651.15234   0.98322161
651.17596   0.95013788
651.19958   0.92054125
651.22314   0.92819444
651.24670   0.96665095
651.27026   0.99367594
651.29382   1.00014200
651.31738   0.99505910
651.34094   0.98916532
651.36450   0.98094510
651.38806   0.98187213
651.41156   0.96321282
651.43512   0.89910048
651.45862   0.84074864
651.48212   0.86580334
651.50562   0.93625264
651.52917   0.96324400
651.55261   0.94711772
651.57611   0.92618436
651.59961   0.90478921
651.62311   0.82434045
651.64655   0.74484918
651.67004   0.76982457
651.69348   0.84545074
651.71692   0.91122013
651.74036   0.95445507
651.76379   0.95652442
651.78723   0.94255102
651.81067   0.94735266
651.83411   0.96172824
651.85754   0.97661831
651.88092   0.96315638
651.90430   0.92278206
651.92767   0.88640451
651.95105   0.89287400
651.97449   0.94255656
651.99786   0.98481863
652.02124   1.00111530
652.04456   1.00427550
652.06799   1.00280530
652.09131   1.00333370
652.11462   1.00430800
652.13800   1.00498640
652.16132   0.99575564
652.18469   0.98851618
652.20795   0.97422304
652.23132   0.98203780
652.25458   0.99763199
652.27789   0.99237263
652.30115   0.97560736
652.32446   0.95469396
652.34778   0.91196969
652.37103   0.87945410
652.39435   0.90389525
652.41760   0.95373929
652.44080   0.98478121
652.46411   1.00022470
652.48737   0.99900319
652.51062   1.00256250
652.53381   0.99545064
652.55701   0.99019104
652.58026   0.99222780
652.60345   0.99706134
652.62671   0.99990877
652.64990   0.99956791
652.67310   1.01038190
652.69629   1.00074430
652.71948   1.00239660
652.74261   0.99842008
652.76581   0.99447619
652.78894   0.99862984
652.81213   0.99958214
652.83533   1.00243600
652.85846   1.00130640
652.88159   1.00127530
652.90472   1.00298990
652.92786   0.99928438
652.95099   1.00121960
652.97406   1.00012540
652.99719   0.99570619
653.02032   0.98434218
653.04340   0.97482587
653.06653   0.97345212
653.08960   0.98688759
653.11267   0.99128059
653.13574   0.99807590
653.15881   0.99804686
653.18188   0.97529001
653.20496   0.92319143
653.22797   0.89313824
653.25104   0.91550998
653.27405   0.96046204
653.29706   0.98570480
653.32013   1.00107610
653.34314   0.98923927
653.36609   0.96067991
653.38910   0.93456083
653.41211   0.93136494
653.43512   0.94996574
653.45813   0.96637627
653.48108   0.97462347
653.50403   0.98157016
653.52704   0.99056909
653.54999   0.99795401
653.57294   0.99482386
653.59589   0.98625600
653.61884   0.98600778
653.64172   0.96690812
653.66467   0.96396076
653.68762   0.96252255
653.71057   0.98083760
653.73346   0.98862454
653.75635   0.99553180
653.77924   0.99853603
653.80212   0.99868745
653.82507   0.99726312
653.84790   0.99977411
653.87079   0.99727874
653.89368   0.99481146
653.91650   0.99176333
653.93939   0.99495753
653.96222   0.99652914
653.98505   0.99441476
654.00793   0.98672696
654.03076   0.98369961
654.05359   0.98943350
654.07635   0.98943767
654.09924   0.99346083
654.12201   0.99463477
654.14484   0.99112490
654.16760   0.99121526
654.19037   0.96378482
654.21320   0.94743884
654.23596   0.94698872
654.25867   0.95905718
654.28149   0.98135463
654.30426   0.97999984
654.32703   0.96681144
654.34973   0.92171669
654.37244   0.86596645
654.39520   0.86562168
654.41791   0.91201608
654.44061   0.95184657
654.46332   0.98588289
654.48608   0.98720072
654.50873   0.98785944
654.53143   0.98027882
654.55414   0.97324872
654.57678   0.96654298
654.59949   0.97232001
654.62219   0.98629245
654.64484   0.98675696
654.66748   0.99057076
654.69012   0.98789338
654.71277   0.97391888
