%\*l[nm]	Flux relative to continuum flux
648.25159   1.13261470
648.27600   0.97785251
648.30029   0.96567760
648.32458   0.96909592
648.34900   0.96567945
648.37329   0.96450785
648.39758   0.96378663
648.42194   0.99681589
648.44617   0.97420247
648.47052   0.98802283
648.49475   0.98452422
648.51910   0.99148647
648.54333   0.98938741
648.56763   0.98709509
648.59192   0.99514979
648.61615   1.00584500
648.64038   1.00056620
648.66467   0.98910191
648.68884   0.99321827
648.71313   1.00357360
648.73737   1.00291120
648.76160   1.00064230
648.78577   1.01473800
648.81000   1.00193460
648.83417   1.01860030
648.85840   1.00180730
648.88257   1.02536510
648.90680   1.00970170
648.93097   1.01760580
648.95514   1.02144240
648.97931   1.03312000
649.00342   1.01956250
649.02759   1.03090950
649.05176   0.99456604
649.07587   1.00561880
649.09998   1.00977650
649.12415   1.01999340
649.14825   1.02728890
649.17236   1.03463940
649.19647   1.03710370
649.22058   1.03453820
649.24469   1.01929530
649.26880   0.99803678
649.29285   0.99690581
649.31696   1.00204710
649.34100   1.02261490
649.36511   1.02331500
649.38916   1.01649310
649.41321   1.02961820
649.43726   1.02308650
649.46130   1.02537600
649.48529   1.01740990
649.50934   1.02686280
649.53333   1.01266290
649.55737   0.99627600
649.58142   0.99318526
649.60541   0.99923953
649.62939   1.00965160
649.65344   1.02608410
649.67737   1.01052450
649.70135   0.99950689
649.72534   0.99931134
649.74933   0.99436008
649.77325   1.00037320
649.79724   1.00886980
649.82117   0.99293449
649.84509   0.99856546
649.86902   0.99571616
649.89294   1.00695700
649.91687   0.98300403
649.94080   1.03327860
649.96472   0.99946657
649.98865   0.99432418
650.01257   0.99527775
650.03644   1.00346230
650.06030   0.99221384
650.08417   0.99726050
650.10803   0.98621454
650.13196   1.00383240
650.15582   0.98965241
650.17963   1.00077580
650.20349   0.98995863
650.22736   1.00408700
650.25116   0.98768188
650.27502   0.99296881
650.29883   0.99655288
650.32263   1.00195940
650.34644   0.99003585
650.37024   1.00113080
650.39404   0.99048513
650.41785   0.99563541
650.44165   0.98780574
650.46545   0.99393457
650.48920   1.00649070
650.51294   0.99594175
650.53674   1.01371260
650.56049   0.99442141
650.58423   1.00104320
650.60797   0.99600345
650.63171   0.99780243
650.65540   1.00645530
650.67914   1.00030100
650.70288   0.99944721
650.72662   0.98051915
650.75031   1.00363490
650.77405   0.98109265
650.79773   0.99979203
650.82141   0.98968580
650.84509   0.98813773
650.86877   0.97559056
650.89246   0.99537190
650.91608   1.00054710
650.93976   1.00023590
650.96338   1.00480400
650.98700   1.00606910
651.01062   0.99753690
651.03430   0.99877215
651.05792   1.00573460
