%\*l[nm]	Flux relative to continuum flux
648.25159   1.00585230
648.27600   1.00253780
648.30029   0.98305166
648.32458   0.96995390
648.34900   0.96913669
648.37329   0.96616108
648.39758   0.96782510
648.42194   0.98879579
648.44617   0.99185205
648.47052   1.00033800
648.49475   1.00459650
648.51910   1.00817770
648.54333   1.00645840
648.56763   1.00956600
648.59192   1.00859910
648.61615   1.01119410
648.64038   1.00856140
648.66467   0.99399673
648.68884   1.00261110
648.71313   1.00565510
648.73737   1.01258790
648.76160   1.01295120
648.78577   1.01179930
648.81000   1.01521600
648.83417   1.01524480
648.85840   1.01916890
648.88257   1.02660790
648.90680   1.01406640
648.93097   1.01932210
648.95514   1.02916910
648.97931   1.03015480
649.00342   1.02360400
649.02759   1.02022270
649.05176   0.99523141
649.07587   0.97201498
649.09998   0.98864964
649.12415   1.00317610
649.14825   1.01516400
649.17236   1.01602850
649.19647   1.02543240
649.22058   1.01709810
649.24469   1.01427100
649.26880   0.99310337
649.29285   0.97934956
649.31696   0.98648154
649.34100   0.99741768
649.36511   1.01435250
649.38916   1.01459090
649.41321   1.01595210
649.43726   1.01335710
649.46130   1.00933600
649.48529   1.01686220
649.50934   1.01886920
649.53333   1.01697310
649.55737   0.99548376
649.58142   0.97579093
649.60541   0.98572967
649.62939   0.99856024
649.65344   1.01915510
649.67737   1.01385130
649.70135   1.01676400
649.72534   1.00554940
649.74933   1.00051760
649.77325   0.99714884
649.79724   1.01330390
649.82117   1.01105210
649.84509   1.01073730
649.86902   1.00406140
649.89294   1.00957660
649.91687   1.00091700
649.94080   1.00304840
649.96472   1.00257430
649.98865   0.99897439
650.01257   0.99565970
650.03644   0.99474163
650.06030   1.00193180
650.08417   1.00479630
650.10803   0.99557638
650.13196   0.99212483
650.15582   0.99102853
650.17963   0.99022528
650.20349   0.98722237
650.22736   0.99635067
650.25116   1.00063820
650.27502   0.98885505
650.29883   0.99328669
650.32263   0.99252140
650.34644   0.99455093
650.37024   0.99672822
650.39404   0.99268558
650.41785   0.98765298
650.44165   0.98565049
650.46545   0.99346630
650.48920   0.99767531
650.51294   0.99770259
650.53674   0.99489035
650.56049   0.99587461
650.58423   0.99878024
650.60797   0.99287743
650.63171   0.99553035
650.65540   0.99443303
650.67914   0.99578094
650.70288   0.99705141
650.72662   0.98940330
650.75031   0.99476803
650.77405   0.98738634
650.79773   0.99100294
650.82141   0.99100243
650.84509   0.98144509
650.86877   0.97233762
650.89246   0.97819597
650.91608   0.98793621
650.93976   0.99146703
650.96338   0.99747315
650.98700   0.99599379
651.01062   1.00144010
651.03430   0.99685853
651.05792   0.99660471
651.08154   0.99630597
651.10516   0.99868713
651.12878   1.00009460
651.15234   1.00605510
651.17596   0.99753581
651.19958   0.99141532
651.22314   0.98845202
651.24670   0.99926850
651.27026   1.00654500
651.29382   1.01220460
651.31738   1.00412150
651.34094   1.01195770
651.36450   1.00698520
651.38806   1.00860660
651.41156   0.99864222
651.43512   0.98892012
651.45862   0.97238704
651.48212   0.95744123
651.50562   0.97717251
651.52917   0.98905780
651.55261   0.98722336
651.57611   0.99133495
651.59961   0.98819748
651.62311   0.97107560
651.64655   0.94097296
651.67004   0.93114552
651.69348   0.94512521
651.71692   0.97015424
651.74036   0.99189954
651.76379   0.99331459
651.78723   0.99268141
651.81067   0.98953381
651.83411   0.99820578
651.85754   1.00144430
651.88092   0.99386431
651.90430   0.98970932
651.92767   0.98176239
651.95105   0.97581774
651.97449   0.98941979
651.99786   1.00177010
652.02124   1.00733650
652.04456   1.01937530
652.06799   1.02077730
652.09131   1.02006610
652.11462   1.02199810
652.13800   1.02557060
652.16132   1.02043000
652.18469   1.01928180
652.20795   1.00885140
652.23132   1.00945550
652.25458   1.00321970
652.27789   1.00375060
652.30115   1.01099980
652.32446   0.99826992
652.34778   0.98441428
652.37103   0.97535478
652.39435   0.98004627
652.41760   0.98766744
652.44080   0.99420186
652.46411   0.99784078
652.48737   1.00255650
652.51062   0.99864122
652.53381   1.00284940
652.55701   0.99635649
652.58026   1.00000220
652.60345   0.99776771
652.62671   1.00135720
652.64990   1.00117800
652.67310   1.00291210
652.69629   1.00329560
652.71948   1.00010330
652.74261   0.99843408
652.76581   1.00207180
652.78894   0.99860654
652.81213   1.00313240
652.83533   1.00011750
652.85846   1.00050550
652.88159   0.99706294
652.90472   0.99995008
652.92786   1.00451820
652.95099   0.99833380
652.97406   0.99912228
652.99719   0.99865214
653.02032   0.99733585
653.04340   0.99398004
653.06653   0.99339790
653.08960   0.99124349
653.11267   0.99485912
653.13574   0.99231064
653.15881   1.00352220
653.18188   0.99384348
653.20496   0.98685193
653.22797   0.97367372
653.25104   0.97370817
653.27405   0.98612313
653.29706   0.99534995
653.32013   0.99799728
653.34314   1.00062840
653.36609   0.99144604
653.38910   0.99001910
653.41211   0.98180316
653.43512   0.98699799
653.45813   0.99239493
653.48108   0.99352358
653.50403   0.99908050
653.52704   0.99602327
653.54999   0.99981925
653.57294   1.00249920
653.59589   1.00057010
653.61884   0.99961910
653.64172   0.99712215
653.66467   0.99463608
653.68762   0.99407516
653.71057   0.99860991
653.73346   0.99511349
653.75635   1.00683150
653.77924   1.00515490
653.80212   1.00258350
653.82507   0.99994831
653.84790   1.00608440
653.87079   1.00746640
653.89368   1.00967440
653.91650   1.00931170
653.93939   1.00354830
653.96222   1.00787940
653.98505   1.00538600
654.00793   1.01507340
654.03076   1.00933760
654.05359   1.00831720
654.07635   1.00575580
654.09924   1.00724480
654.12201   1.00694010
654.14484   1.00715390
654.16760   1.00674580
654.19037   1.00690820
654.21320   1.00095360
654.23596   0.99796580
654.25867   1.01054440
654.28149   1.00716290
654.30426   1.00854890
654.32703   1.00759110
654.34973   1.00260850
654.37244   0.98189949
654.39520   0.98197162
654.41791   0.98947261
654.44061   0.99671413
654.46332   1.01497770
654.48608   1.02163970
654.50873   1.01597730
654.53143   1.01746760
654.55414   1.02045840
654.57678   1.01797840
654.59949   1.01619490
654.62219   1.02047300
654.64484   1.02744520
654.66748   1.03279960
654.69012   1.02653280
654.71277   1.02581920
654.73547   1.01688350
654.75806   1.01676560
654.78064   1.01588740
654.80334   1.02027220
654.82593   1.01295080
654.84851   1.01556110
654.87115   1.01374690
654.89368   1.02250210
654.91632   1.02715460
654.93890   1.03707210
654.96149   1.04069110
654.98401   1.05288880
655.00659   1.05187570
655.02917   1.04989080
655.05170   1.04962670
655.07428   1.05884860
655.09680   1.05664480
655.11932   1.05963400
655.14185   1.06179800
655.16437   1.06749340
655.18689   1.06623380
655.20941   1.07152970
655.23187   1.06422500
655.25439   1.06021380
655.27692   1.06489170
655.29938   1.07803470
655.32184   1.09402480
655.34436   1.10989220
655.36682   1.11189060
655.38928   1.12239070
655.41174   1.12567850
655.43414   1.14538550
655.45660   1.15418850
655.47900   1.16775700
655.50146   1.18587110
655.52386   1.20255610
655.54626   1.22243390
655.56873   1.24642350
655.59113   1.26986570
655.61346   1.29246070
655.63586   1.32311790
655.65826   1.34605310
655.68066   1.37678760
655.70300   1.39720550
655.72540   1.44567980
655.74774   1.48413630
655.77008   1.53165200
655.79242   1.58295470
655.81482   1.64374750
655.83710   1.69343800
655.85944   1.75344750
655.88177   1.81540990
655.90411   1.87703200
655.92639   1.92791090
655.94867   1.98357370
655.97101   2.02176240
655.99329   2.07859470
656.01556   2.12597640
656.03784   2.16588740
656.06012   2.20200270
656.08240   2.21415720
656.10461   2.22050780
656.12689   2.19157370
656.14911   2.13752500
656.17139   2.08900140
656.19360   2.04667930
656.21588   1.98672880
656.23810   1.96400670
656.26031   1.93680480
656.28253   1.90680010
656.30469   1.88689670
656.32690   1.87470680
656.34906   1.87107440
656.37128   1.86469750
656.39343   1.86232170
656.41565   1.86980800
656.43781   1.89487600
656.45996   1.92628750
656.48212   1.97674460
656.50427   2.02045330
656.52643   2.06952390
656.54852   2.10763630
656.57068   2.14817590
656.59277   2.14106750
656.61487   2.13349130
656.63702   2.10384950
656.65912   2.05768420
656.68121   2.00786350
656.70331   1.94893290
656.72540   1.88589250
656.74744   1.81588130
656.76953   1.75158500
656.79163   1.68326720
656.81366   1.62936110
656.83575   1.58572690
656.85779   1.54149100
656.87982   1.50155580
656.90186   1.46461010
656.92389   1.42943520
656.94592   1.39395920
656.96790   1.36580720
656.98993   1.33763370
657.01196   1.30458170
657.03394   1.28145630
657.05597   1.26106310
657.07794   1.24542470
657.09991   1.21640160
657.12189   1.20636840
657.14386   1.18625370
657.16583   1.17027180
657.18781   1.14682090
657.20972   1.13642370
657.23169   1.12485830
657.25360   1.11986680
657.27551   1.11146980
657.29749   1.11181830
657.31940   1.10704910
657.34131   1.09591810
657.36316   1.08774840
657.38513   1.08078860
657.40698   1.07591470
657.42883   1.06893070
657.45081   1.06994040
657.47266   1.04228170
657.49451   1.03033280
657.51636   1.02860590
657.53821   1.03615710
657.56006   1.05275330
657.58191   1.04773020
657.60376   1.04142930
657.62561   1.04801590
657.64740   1.04016200
657.66925   1.03882580
657.69104   1.03669820
657.71283   1.02365400
657.73468   1.02758230
657.75647   1.02524310
657.77820   1.02217410
657.79999   1.01772900
657.82178   1.01781750
657.84357   1.01261100
657.86536   1.01135980
657.88708   1.00605130
657.90881   1.00475320
657.93054   1.00981040
657.95227   1.00419570
657.97406   1.00271570
657.99573   1.00687180
658.01746   1.00911660
658.03918   0.99149522
658.06091   0.99652162
658.08264   0.99005473
658.10431   1.00082070
658.12604   0.99801684
658.14771   0.99906718
658.16937   1.00083140
658.19104   1.00623660
658.21271   1.00303160
658.23438   1.00351230
658.25598   1.00441750
658.27765   1.00096270
658.29926   1.01052640
658.32092   1.00772680
658.34253   1.00203220
658.36414   1.00019350
658.38580   1.00446910
658.40735   1.00298460
658.42902   1.01627190
658.45056   1.00375050
658.47217   0.99544727
658.49377   0.99532996
658.51532   1.00010860
658.53693   0.99655684
658.55847   0.99925361
658.58002   1.00309260
658.60162   1.00589130
658.62317   1.00815980
658.64465   0.99454075
658.66620   0.99970170
658.68774   0.99793336
658.70929   1.00880970
658.73077   1.00617710
658.75232   1.00887360
658.77380   1.00072830
658.79529   1.01265080
658.81677   1.00054400
658.83826   0.99883083
658.85974   1.00444550
658.88123   1.00399070
658.90271   1.00627240
658.92413   1.01157250
658.94556   1.00915860
658.96704   1.01428120
658.98846   1.01696760
659.00989   1.01254750
659.03137   1.02040970
659.05273   1.00398860
659.07416   1.01789700
659.09558   1.01727330
659.11700   1.01679940
659.13837   1.01592090
659.15979   1.01052750
659.18115   1.02304720
659.20251   1.02499440
659.22394   1.01067690
659.24524   1.02469740
659.26666   1.01059920
659.28796   1.01346460
659.30933   1.00954890
659.33069   1.00391020
659.35199   1.01389820
659.37335   1.00945940
659.39465   1.01591310
659.41595   1.00848910
659.43732   0.99438145
659.45862   0.99636093
659.47986   1.00416070
659.50116   0.99346779
659.52246   1.00874220
659.54376   1.00385340
659.56506   1.00850080
659.58630   1.00008440
659.60754   0.99710860
659.62878   1.01105550
659.65002   0.99717229
659.67126   1.00143410
659.69250   0.99593749
659.71375   1.00688160
659.73499   0.98807366
659.75623   0.98893080
659.77740   0.99295118
659.79865   0.98536169
659.81982   0.99220268
659.84100   0.93990219
659.86218   0.93994162
659.88336   0.93987297
