%\*l[nm]	Flux relative to continuum flux
653.13574   0.99243297
653.15881   1.00279040
653.18188   0.99640545
653.20496   1.00970930
653.22797   1.03537370
653.25104   0.98245470
653.27405   0.98550487
653.29706   0.99422228
653.32013   0.99911911
653.34314   1.00152160
653.36609   0.99762714
653.38910   0.99561650
653.41211   0.99514507
653.43512   0.98496375
653.45813   0.99161640
653.48108   0.99111268
653.50403   0.99690127
653.52704   0.99406553
653.54999   1.00398490
653.57294   0.99348400
653.59589   0.99431246
653.61884   0.99282172
653.64172   0.99818888
653.66467   0.98907474
653.68762   0.99191014
653.71057   0.99660982
653.73346   0.98948889
653.75635   0.99769438
653.77924   0.98834012
653.80212   0.99197253
653.82507   0.99096162
653.84790   0.98682685
653.87079   0.99299444
653.89368   0.99483227
653.91650   0.98844000
653.93939   0.98963194
653.96222   0.98547664
653.98505   0.98068459
654.00793   0.98997391
654.03076   0.98715403
654.05359   0.98389319
654.07635   0.99182582
654.09924   0.98955507
654.12201   0.99866193
654.14484   0.99230342
654.16760   0.99546393
654.19037   0.99029513
654.21320   0.97818641
654.23596   0.98521527
654.25867   0.98726742
654.28149   0.98349180
654.30426   0.98276850
654.32703   0.98798389
654.34973   0.98022679
654.37244   0.96527605
654.39520   0.96192572
654.41791   0.96208798
654.44061   0.97375608
654.46332   0.97829910
654.48608   0.97924451
654.50873   0.98355003
654.53143   0.97891081
654.55414   0.97576205
654.57678   0.97753394
654.59949   0.97213665
654.62219   0.97116576
654.64484   0.97235774
654.66748   0.96952236
654.69012   0.97278662
654.71277   0.98146897
654.73547   0.96879350
654.75806   0.95958289
654.78064   0.96183105
654.80334   0.96925267
654.82593   0.95909212
654.84851   0.96372185
654.87115   0.95425066
654.89368   0.96197136
654.91632   0.97231080
654.93890   0.97719472
654.96149   0.97247808
654.98401   0.97246328
655.00659   0.97481158
655.02917   0.97261893
655.05170   0.98438610
655.07428   0.98079766
655.09680   0.97642513
655.11932   0.97729977
655.14185   0.97551319
655.16437   0.98142003
655.18689   0.98027534
655.20941   0.97487250
655.23187   0.96865618
