%\*l[nm]	Flux relative to continuum flux
648.25159   0.99891276
648.27600   0.98534380
648.30029   0.97401791
648.32458   0.97237148
648.34900   0.96599946
648.37329   0.96661593
648.39758   0.97417707
648.42194   0.98258888
648.44617   0.98786207
648.47052   0.98919714
648.49475   0.99846785
648.51910   0.98632289
648.54333   0.98983568
648.56763   0.98962321
648.59192   0.99017996
648.61615   0.99757644
648.64038   0.99414440
648.66467   0.98746396
648.68884   0.98922584
648.71313   0.99327355
648.73737   0.99627161
648.76160   0.99187192
648.78577   0.99558403
648.81000   0.99500233
648.83417   0.99681748
648.85840   0.99847702
648.88257   0.99593627
648.90680   0.99695361
648.93097   0.99439221
648.95514   0.99843934
648.97931   1.00236580
649.00342   1.00501140
649.02759   1.00421290
649.05176   0.98315606
649.07587   0.97244198
649.09998   0.97901001
649.12415   0.99550969
649.14825   1.00296610
649.17236   1.00364640
649.19647   1.00532770
649.22058   1.00144300
649.24469   1.00452050
649.26880   0.98178532
649.29285   0.97390658
649.31696   0.98613078
649.34100   0.99760690
649.36511   1.00083430
649.38916   1.00337190
649.41321   1.00423730
649.43726   1.00279660
649.46130   1.00652440
649.48529   1.00366160
649.50934   1.00070190
649.53333   0.99892274
649.55737   0.98901979
649.58142   0.97492280
649.60541   0.97933729
649.62939   0.99021153
649.65344   1.00276750
649.67737   1.00030420
649.70135   1.00026350
649.72534   0.99636340
649.74933   0.99062955
649.77325   0.99244948
649.79724   0.99923917
649.82117   1.00634830
649.84509   1.00146760
649.86902   0.99544678
649.89294   0.99725998
649.91687   0.99885159
649.94080   1.00723800
649.96472   0.99690905
649.98865   0.99983327
650.01257   1.00115080
650.03644   1.00043950
650.06030   1.00136180
650.08417   0.99912344
650.10803   1.00000170
650.13196   0.99554659
650.15582   0.99711087
650.17963   0.99399221
650.20349   0.99812747
650.22736   0.99950483
650.25116   0.99832281
650.27502   1.00066500
650.29883   1.00097520
650.32263   0.99433662
650.34644   0.99667132
650.37024   1.00021410
650.39404   0.99986135
650.41785   0.99093088
650.44165   0.99810941
650.46545   0.99845479
650.48920   0.99869922
650.51294   0.99571526
650.53674   1.00353310
650.56049   0.99681874
650.58423   1.00302500
650.60797   0.99730552
650.63171   0.99778626
650.65540   0.99747784
650.67914   1.00355210
650.70288   0.99742735
650.72662   0.99792797
650.75031   0.99527949
650.77405   0.99440578
650.79773   0.99903804
650.82141   0.99662143
650.84509   0.99329271
650.86877   0.98190999
650.89246   0.99289862
650.91608   0.99812643
650.93976   0.99685846
650.96338   0.99950393
650.98700   1.00537300
651.01062   1.00464710
651.03430   1.00085880
651.05792   1.00745970
651.08154   1.00653880
651.10516   1.00785150
651.12878   1.01038970
651.15234   1.01431510
651.17596   1.00948010
