%\*l[nm]	Flux relative to continuum flux
648.25159   1.03728570
648.27600   0.94376895
648.30029   0.90254848
648.32458   0.89576678
648.34900   0.89935109
648.37329   0.89097388
648.39758   0.92319916
648.42194   0.95216344
648.44617   0.95134563
648.47052   0.96045648
648.49475   0.96715003
648.51910   0.96569326
648.54333   0.96466240
648.56763   0.96682469
648.59192   0.97641995
648.61615   0.97730470
648.64038   0.96126143
648.66467   0.94374029
648.68884   0.95972273
648.71313   0.97671771
648.73737   0.97716553
648.76160   0.97671031
648.78577   0.98565482
648.81000   0.98074328
648.83417   0.99717886
648.85840   0.98392517
648.88257   0.99200094
648.90680   0.97465738
648.93097   0.99518782
648.95514   1.00531740
648.97931   1.01464610
649.00342   1.00123720
649.02759   0.99232248
649.05176   0.93349976
649.07587   0.93399041
649.09998   0.97520979
649.12415   0.99644711
649.14825   1.00788710
649.17236   1.00377000
649.19647   1.00278970
649.22058   1.00308920
649.24469   0.98570318
649.26880   0.93530179
649.29285   0.93394877
649.31696   0.96653727
649.34100   0.99006699
649.36511   1.00755070
649.38916   1.00047410
649.41321   1.01039540
649.43726   1.00517200
649.46130   1.00837950
649.48529   1.01404380
649.50934   1.01092530
649.53333   0.98864024
649.55737   0.94142583
649.58142   0.93215766
649.60541   0.96823754
649.62939   0.99808217
649.65344   1.01144140
649.67737   1.00753910
649.70135   0.98882503
649.72534   0.99304430
649.74933   0.97967212
649.77325   0.98777224
649.79724   1.01429660
649.82117   1.00518210
649.84509   1.00992880
649.86902   0.99903480
649.89294   1.00514190
649.91687   0.99197566
649.94080   1.01063550
649.96472   0.99823736
649.98865   0.99214455
650.01257   0.99877280
650.03644   1.00112510
650.06030   0.99713207
650.08417   0.99588782
650.10803   0.98590307
650.13196   1.00163880
650.15582   0.98671722
650.17963   0.99868813
650.20349   0.99202606
650.22736   0.99044707
650.25116   0.99159944
650.27502   0.99068651
650.29883   0.98821618
650.32263   0.99193535
650.34644   0.98818782
650.37024   0.98655080
650.39404   0.97553299
650.41785   0.98808851
650.44165   0.98752598
650.46545   0.99585330
650.48920   0.99732418
650.51294   0.99041464
650.53674   1.00329650
650.56049   0.98636944
650.58423   0.99512597
650.60797   0.99655701
650.63171   0.99327136
650.65540   1.00082890
650.67914   0.99537357
650.70288   0.99523410
650.72662   0.98401038
650.75031   0.99756478
650.77405   0.98354302
650.79773   0.98534215
650.82141   0.96846210
650.84509   0.95908922
650.86877   0.95869848
650.89246   0.98296083
650.91608   0.99969097
650.93976   0.99893241
650.96338   0.99643192
