%\*l[nm]	Flux relative to continuum flux
649.07587   0.91475370
649.09998   0.94422779
649.12415   0.97686162
649.14825   0.99172359
649.17236   0.99978098
649.19647   1.00053280
649.22058   0.99550542
649.24469   0.98779928
649.26880   0.95657436
649.29285   0.93525862
649.31696   0.95357728
649.34100   0.97802154
649.36511   0.99584913
649.38916   1.00852300
649.41321   1.00270620
649.43726   0.99367261
649.46130   0.99946317
649.48529   1.00452540
649.50934   1.00348780
649.53333   0.98472061
649.55737   0.96371382
649.58142   0.92022713
649.60541   0.94142209
649.62939   0.98321428
649.65344   0.99499548
649.67737   1.00521370
649.70135   1.00028580
649.72534   0.98234994
649.74933   0.97976573
649.77325   0.97589086
649.79724   0.99615958
649.82117   1.00239650
649.84509   0.99727706
649.86902   1.01188820
649.89294   1.00089180
649.91687   0.99765207
649.94080   1.00777330
649.96472   0.99473401
649.98865   1.01134420
650.01257   0.99323480
650.03644   1.00415380
650.06030   1.00222420
650.08417   0.99998169
650.10803   0.99827944
650.13196   0.98312383
650.15582   0.98723338
650.17963   0.99249760
650.20349   1.00359460
650.22736   0.99288731
650.25116   0.99229478
650.27502   0.99339506
650.29883   0.98762681
650.32263   0.99485013
650.34644   0.98258588
650.37024   0.98310573
650.39404   0.98521793
650.41785   0.98022684
650.44165   0.98073926
650.46545   0.99620669
650.48920   0.99657245
650.51294   0.99278278
650.53674   0.99425225
650.56049   0.99273986
650.58423   0.99969894
650.60797   0.99145407
650.63171   0.99602275
650.65540   0.99635479
650.67914   0.99766562
650.70288   1.01362560
650.72662   0.99187905
650.75031   0.99617771
650.77405   0.98805140
650.79773   0.98849742
650.82141   0.98778986
650.84509   0.96427626
650.86877   0.96036228
650.89246   0.98705797
650.91608   0.99917718
650.93976   0.99738466
650.96338   1.00462720
650.98700   0.99563643
651.01062   0.98716396
651.03430   0.99261976
651.05792   0.98076016
651.08154   0.98873713
651.10516   0.98614653
651.12878   0.99278625
651.15234   0.98611580
651.17596   0.98228119
651.19958   0.96283935
651.22314   0.96012611
651.24670   0.97732311
651.27026   0.98982528
651.29382   0.98839441
651.31738   0.99627005
651.34094   1.00046840
651.36450   1.00266530
651.38806   0.99209188
651.41156   0.98434483
651.43512   0.96271579
651.45862   0.92334043
651.48212   0.91454316
651.50562   0.95306944
651.52917   0.97763282
651.55261   0.98047171
651.57611   0.97282200
651.59961   0.96955156
651.62311   0.93374629
651.64655   0.88160318
651.67004   0.87267020
651.69348   0.90619978
651.71692   0.95525353
651.74036   0.97209090
651.76379   0.98686242
651.78723   0.98137381
651.81067   0.97732643
651.83411   0.97772458
651.85754   0.99306877
651.88092   0.98994009
651.90430   0.96646348
651.92767   0.95094701
651.95105   0.94367467
651.97449   0.96772186
651.99786   0.99671320
652.02124   0.99980739
652.04456   1.01195440
652.06799   1.01964340
652.09131   1.00519870
652.11462   1.00166280
652.13800   1.00985400
652.16132   1.00467880
